t[s] ECG[a.u.] Pletism[a.u.]
19.0335 -4.990282e+05 -4.377063e+02
19.0486 -6.301002e+05 -3.556069e+02
19.0637 -3.024192e+05 -2.590024e+02
19.0788 -2.368852e+05 -1.523827e+02
19.0939 -3.679562e+05 -4.137877e+01
19.1090 -2.368852e+05 6.774320e+01
19.1241 9.079478e+04 1.686787e+02
19.1392 -1.058122e+05 2.557093e+02
19.1543 -3.679562e+05 3.242852e+02
19.1694 -4.990282e+05 3.715009e+02
19.1845 -1.713492e+05 3.964073e+02
19.1995 -1.058132e+05 4.001220e+02
19.2146 -3.679572e+05 3.857221e+02
19.2297 2.874018e+05 3.579253e+02
19.2448 1.563328e+05 3.225930e+02
19.2599 1.563308e+05 2.861055e+02
19.2750 2.218658e+05 2.546786e+02
19.2901 -4.027822e+04 2.336947e+02
19.3052 -2.368832e+05 2.271238e+02
19.3203 -1.713472e+05 2.370994e+02
19.3354 -2.368842e+05 2.636947e+02
19.3505 -3.679562e+05 3.049274e+02
19.3656 -2.368862e+05 3.569887e+02
19.3807 -2.368832e+05 4.146727e+02
19.3958 -5.645642e+05 4.719539e+02
19.4109 -6.956352e+05 5.226483e+02
19.4260 1.139370e+06 5.610811e+02
19.4411 8.938155e+06 5.826850e+02
19.4561 4.285099e+06 5.844625e+02
19.4712 -6.790484e+06 5.652636e+02
19.4863 -3.186005e+06 5.258486e+02
19.5014 -1.809749e+06 4.687392e+02
19.5165 -1.416533e+06 3.978794e+02
19.5316 -6.956372e+05 3.181541e+02
19.5467 -4.334942e+05 2.348279e+02
19.5618 -1.058112e+05 1.529755e+02
19.5769 -1.713502e+05 7.697088e+01
19.5920 -2.368852e+05 1.009533e+01
19.6071 -2.368852e+05 -4.569459e+01
19.6222 -3.024212e+05 -8.982013e+01
19.6373 9.079478e+04 -1.229599e+02
19.6524 4.184768e+05 -1.467834e+02
19.6675 4.840098e+05 -1.635845e+02
19.6826 1.139372e+06 -1.758716e+02
19.6976 1.335980e+06 -1.859753e+02
19.7127 1.335979e+06 -1.957276e+02
19.7278 7.461568e+05 -2.062540e+02
19.7429 -2.368862e+05 -2.179031e+02
19.7580 -1.285461e+06 -2.303136e+02
19.7731 -1.744214e+06 -2.426022e+02
19.7882 -1.744212e+06 -2.536329e+02
19.8033 -1.547605e+06 -2.623233e+02
19.8184 -1.088851e+06 -2.679320e+02
19.8335 -1.154388e+06 -2.702808e+02
19.8486 -1.088851e+06 -2.698717e+02
19.8637 -4.990302e+05 -2.678791e+02
19.8788 2.525778e+04 -2.660128e+02
19.8939 -3.679582e+05 -2.662721e+02
19.9090 -3.679562e+05 -2.706240e+02
19.9241 -1.713502e+05 -2.806536e+02
19.9392 9.079678e+04 -2.972384e+02
19.9542 2.525778e+04 -3.202975e+02
19.9693 -1.713502e+05 -3.486562e+02
19.9844 -2.368842e+05 -3.800514e+02
19.9995 -3.679552e+05 -4.112851e+02
20.0146 -3.024202e+05 -4.385136e+02
20.0297 -1.713492e+05 -4.576398e+02
20.0448 2.218658e+05 -4.647652e+02
20.0599 2.525878e+04 -4.566458e+02
20.0750 -1.713472e+05 -4.310992e+02
20.0901 -2.368842e+05 -3.873110e+02
20.1052 -4.990302e+05 -3.260040e+02
20.1203 -3.024202e+05 -2.494482e+02
20.1354 -3.679562e+05 -1.613066e+02
20.1505 -1.058122e+05 -6.633339e+01
20.1656 -4.027822e+04 3.004502e+01
20.1807 -2.368832e+05 1.222222e+02
20.1957 -1.713492e+05 2.049262e+02
20.2108 9.079578e+04 2.737036e+02
20.2259 3.529398e+05 3.253253e+02
20.2410 6.150828e+05 3.580735e+02
20.2561 5.495478e+05 3.718848e+02
20.2712 1.563328e+05 3.683358e+02
20.2863 1.563318e+05 3.504752e+02
20.3014 2.218668e+05 3.225206e+02
20.3165 -1.058142e+05 2.894482e+02
20.3316 9.079578e+04 2.565159e+02
20.3467 -4.027522e+04 2.287628e+02
20.3618 -4.027622e+04 2.105307e+02
20.3769 -1.713472e+05 2.050512e+02
20.3920 -1.058142e+05 2.141340e+02
20.4071 -2.368832e+05 2.379861e+02
20.4222 -2.368862e+05 2.751776e+02
20.4373 -1.713492e+05 3.227588e+02
20.4523 2.525778e+04 3.765196e+02
20.4674 -1.713472e+05 4.313690e+02
20.4825 -4.027722e+04 4.818025e+02
20.4976 6.120107e+06 5.224151e+02
20.5127 9.134762e+06 5.484125e+02
20.5278 -2.989396e+06 5.560711e+02
20.5429 -4.824405e+06 5.431035e+02
20.5580 -2.006356e+06 5.088891e+02
20.5731 -1.023315e+06 4.545468e+02
20.5882 -9.577812e+05 3.828371e+02
20.6033 -6.301012e+05 2.979041e+02
20.6184 -3.679562e+05 2.048776e+02
20.6335 -4.990302e+05 1.093788e+02
20.6486 -3.679582e+05 1.697979e+01
20.6637 2.526078e+04 -6.732520e+01
20.6788 1.563308e+05 -1.395783e+02
20.6939 9.079678e+04 -1.971961e+02
20.7089 3.529388e+05 -2.391482e+02
20.7240 8.116908e+05 -2.659593e+02
20.7391 1.270443e+06 -2.795337e+02
20.7542 1.401515e+06 -2.828283e+02
20.7693 1.532586e+06 -2.794150e+02
20.7844 1.598124e+06 -2.729895e+02
20.7995 7.461538e+05 -2.668886e+02
20.8146 -6.301002e+05 -2.636809e+02
20.8297 -1.023317e+06 -2.648809e+02
20.8448 -1.678678e+06 -2.708234e+02
20.8599 -1.219926e+06 -2.807135e+02
20.8750 -1.219924e+06 -2.928412e+02
20.8901 -9.577792e+05 -3.049289e+02
20.9052 -3.679552e+05 -3.145599e+02
20.9203 -3.679562e+05 -3.196259e+02
20.9354 -4.334942e+05 -3.187248e+02
20.9504 -3.024192e+05 -3.114516e+02
20.9655 2.525978e+04 -2.985341e+02
20.9806 -4.027522e+04 -2.817915e+02
20.9957 2.525878e+04 -2.639148e+02
21.0108 -1.713502e+05 -2.480973e+02
21.0259 -1.058132e+05 -2.375622e+02
21.0410 4.184748e+05 -2.350534e+02
21.0561 9.079378e+04 -2.423604e+02
21.0712 -1.058112e+05 -2.599453e+02
21.0863 2.526078e+04 -2.867318e+02
21.1014 2.218678e+05 -3.200888e+02
21.1165 9.079378e+04 -3.560233e+02
21.1316 -4.027522e+04 -3.895631e+02
21.1467 9.079678e+04 -4.152894e+02
21.1618 1.563318e+05 -4.279559e+02
21.1769 2.218688e+05 -4.231191e+02
21.1920 2.525778e+04 -3.977027e+02
21.2070 2.874028e+05 -3.504251e+02
21.2221 2.874048e+05 -2.820350e+02
21.2372 2.874018e+05 -1.953247e+02
21.2523 -1.058132e+05 -9.491510e+01
21.2674 2.874028e+05 1.316477e+01
21.2825 2.525978e+04 1.220563e+02
21.2976 -3.024192e+05 2.247446e+02
21.3127 -1.713492e+05 3.147503e+02
21.3278 9.079678e+04 3.867644e+02
21.3429 1.563318e+05 4.371585e+02
21.3580 -2.368832e+05 4.643160e+02
21.3731 -4.027522e+04 4.687540e+02
21.3882 5.495468e+05 4.530273e+02
21.4033 9.079578e+04 4.214290e+02
21.4184 -2.368842e+05 3.795249e+02
21.4335 -2.368832e+05 3.335747e+02
21.4486 -1.713502e+05 2.898992e+02
21.4636 2.218658e+05 2.542617e+02
21.4787 1.563328e+05 2.313198e+02
21.4938 -3.024202e+05 2.242015e+02
21.5089 -1.058132e+05 2.342387e+02
21.5240 -4.027622e+04 2.608785e+02
21.5391 -4.334932e+05 3.017744e+02
21.5542 -4.027822e+04 3.530397e+02
21.5693 -4.027622e+04 4.096374e+02
21.5844 9.079678e+04 4.658635e+02
21.5995 -4.334912e+05 5.158805e+02
21.6146 3.760813e+06 5.542489e+02
21.6297 9.724588e+06 5.764132e+02
21.6448 6.150838e+05 5.790988e+02
21.6599 -5.872981e+06 5.605886e+02
21.6750 -1.482068e+06 5.208563e+02
21.6901 -8.922462e+05 4.615482e+02
21.7051 -6.956352e+05 3.858172e+02
21.7202 -4.990302e+05 2.980260e+02
21.7353 -3.679582e+05 2.033468e+02
21.7504 -1.058132e+05 1.072960e+02
21.7655 -3.679562e+05 1.524662e+01
21.7806 -4.334912e+05 -6.803421e+01
21.7957 2.525978e+04 -1.387810e+02
21.8108 -3.679572e+05 -1.945190e+02
21.8259 -3.024192e+05 -2.342196e+02
21.8410 2.526078e+04 -2.583082e+02
21.8561 4.840128e+05 -2.685253e+02
21.8712 7.461558e+05 -2.676566e+02
21.8863 9.427648e+05 -2.591644e+02
21.9014 1.073834e+06 -2.467615e+02
21.9165 6.806178e+05 -2.339768e+02
21.9316 -1.058132e+05 -2.237625e+02
21.9467 -1.350998e+06 -2.181892e+02
21.9617 -1.547605e+06 -2.182627e+02
21.9768 -1.744214e+06 -2.238835e+02
21.9919 -1.285462e+06 -2.339514e+02
22.0070 -1.154389e+06 -2.466003e+02
22.0221 -1.023316e+06 -2.595302e+02
22.0372 -6.301012e+05 -2.703927e+02
22.0523 -1.713482e+05 -2.771774e+02
22.0674 -2.368832e+05 -2.785478e+02
22.0825 -4.334912e+05 -2.740803e+02
22.0976 -4.027622e+04 -2.643724e+02
22.1127 -3.024192e+05 -2.510051e+02
22.1278 -1.713472e+05 -2.363602e+02
22.1429 -1.713502e+05 -2.233149e+02
22.1580 -1.058132e+05 -2.148531e+02
22.1731 -1.058142e+05 -2.136406e+02
22.1882 -4.027622e+04 -2.216203e+02
22.2032 2.218658e+05 -2.396812e+02
22.2183 2.526078e+04 -2.674432e+02
22.2334 1.563308e+05 -3.031900e+02
22.2485 2.218658e+05 -3.439613e+02
22.2636 2.874048e+05 -3.857967e+02
22.2787 3.529398e+05 -4.241068e+02
22.2938 3.529408e+05 -4.541303e+02
22.3089 9.079578e+04 -4.714257e+02
22.3240 2.218668e+05 -4.723458e+02
22.3391 9.079478e+04 -4.544390e+02
22.3542 9.079378e+04 -4.167386e+02
22.3693 2.218688e+05 -3.599053e+02
22.3844 2.526078e+04 -2.862123e+02
22.3995 2.218658e+05 -1.993717e+02
22.4146 3.529388e+05 -1.042239e+02
22.4297 2.874018e+05 -6.319928e+00
22.4448 1.563308e+05 8.856207e+01
22.4598 -2.368842e+05 1.749193e+02
22.4749 -1.713482e+05 2.479992e+02
22.4900 -2.368852e+05 3.042050e+02
22.5051 -2.368842e+05 3.413957e+02
22.5202 1.563328e+05 3.590573e+02
22.5353 -1.058122e+05 3.583303e+02
22.5504 -1.058142e+05 3.418939e+02
22.5655 9.079678e+04 3.137173e+02
22.5806 9.079478e+04 2.786985e+02
22.5957 2.874028e+05 2.422228e+02
22.6108 -4.027722e+04 2.096753e+02
22.6259 2.874018e+05 1.859491e+02
22.6410 3.529378e+05 1.749914e+02
22.6561 2.874048e+05 1.794260e+02
22.6712 2.874028e+05 2.002873e+02
22.6863 1.563328e+05 2.368925e+02
22.7014 2.874018e+05 2.868678e+02
22.7164 -4.027822e+04 3.463305e+02
22.7315 2.874018e+05 4.102172e+02
22.7466 -6.956382e+05 4.727310e+02
22.7617 2.712237e+06 5.278709e+02
22.7768 9.986731e+06 5.699941e+02
22.7919 1.925805e+06 5.943578e+02
22.8070 -5.938515e+06 5.975856e+02
22.8221 -3.775828e+06 5.780095e+02
22.8372 -6.301002e+05 5.358493e+02
22.8523 -1.088851e+06 4.732064e+02
22.8674 -4.334922e+05 3.938696e+02
22.8825 -1.713482e+05 3.029501e+02
22.8976 -2.368862e+05 2.063825e+02
22.9127 -4.027722e+04 1.103442e+02
22.9278 2.525878e+04 2.065821e+01
22.9429 9.079678e+04 -5.775828e+01
22.9579 3.529388e+05 -1.213347e+02
22.9730 9.079478e+04 -1.681308e+02
22.9881 3.529388e+05 -1.979333e+02
23.0032 6.806208e+05 -2.121567e+02
23.0183 8.772278e+05 -2.135658e+02
23.0334 1.270444e+06 -2.058565e+02
23.0485 1.139370e+06 -1.931507e+02
23.0636 7.461538e+05 -1.794695e+02
23.0787 -1.713472e+05 -1.682504e+02
23.0938 -1.350995e+06 -1.619679e+02
23.1089 -1.875286e+06 -1.619016e+02
23.1240 -1.482068e+06 -1.680764e+02
23.1391 -1.023316e+06 -1.793753e+02
23.1542 -1.154388e+06 -1.938031e+02
23.1693 -1.023318e+06 -2.088607e+02
23.1844 -7.611712e+05 -2.219742e+02
23.1995 -7.611712e+05 -2.309195e+02
23.2145 -5.645642e+05 -2.341836e+02
23.2296 -1.713472e+05 -2.312154e+02
23.2447 -1.058112e+05 -2.225328e+02
23.2598 -1.058142e+05 -2.096756e+02
23.2749 -3.024222e+05 -1.950118e+02
23.2900 -3.024192e+05 -1.814255e+02
23.3051 -3.024222e+05 -1.719289e+02
23.3202 -4.334932e+05 -1.692480e+02
23.3353 -3.024202e+05 -1.754365e+02
23.3504 -3.024202e+05 -1.915627e+02
23.3655 -1.713492e+05 -2.175094e+02
23.3806 -3.024212e+05 -2.519056e+02
23.3957 -3.024222e+05 -2.921994e+02
23.4108 9.079678e+04 -3.348602e+02
23.4259 -1.058142e+05 -3.756874e+02
23.4410 -1.713482e+05 -4.101926e+02
23.4561 2.525978e+04 -4.340156e+02
23.4711 4.184738e+05 -4.433351e+02
23.4862 3.529398e+05 -4.352359e+02
23.5013 -4.027522e+04 -4.080020e+02
23.5164 -1.713492e+05 -3.613110e+02
23.5315 -1.713472e+05 -2.963161e+02
23.5466 2.525878e+04 -2.156083e+02
23.5617 1.563308e+05 -1.230613e+02
23.5768 2.218678e+05 -2.356863e+01
23.5919 3.529398e+05 7.730990e+01
23.6070 2.526078e+04 1.737714e+02
23.6221 9.079478e+04 2.602330e+02
23.6372 4.184758e+05 3.318020e+02
23.6523 3.529388e+05 3.847166e+02
23.6674 1.563328e+05 4.167174e+02
23.6825 -3.024212e+05 4.273122e+02
23.6976 -1.058142e+05 4.178999e+02
23.7126 2.218688e+05 3.917284e+02
23.7277 -1.058132e+05 3.536721e+02
23.7428 -1.713492e+05 3.098356e+02
23.7579 -4.027822e+04 2.670042e+02
23.7730 -4.027522e+04 2.319823e+02
23.7881 -1.058122e+05 2.108818e+02
23.8032 2.525878e+04 2.084302e+02
23.8183 -4.027622e+04 2.273762e+02
23.8334 -3.024212e+05 2.680683e+02
23.8485 -2.368852e+05 3.282661e+02
23.8636 -5.645632e+05 4.032252e+02
23.8787 -1.713482e+05 4.860641e+02
23.8938 -1.023316e+06 5.683912e+02
23.9089 1.204907e+06 6.411348e+02
23.9240 8.807084e+06 6.954917e+02
23.9391 4.612780e+06 7.238887e+02
23.9542 -1.744214e+06 7.208464e+02
23.9692 -4.955475e+06 6.836358e+02
23.9843 -8.267072e+05 6.126449e+02
23.9994 -8.267072e+05 5.114039e+02
24.0145 -5.645662e+05 3.862493e+02
24.0296 -3.679582e+05 2.456663e+02
24.0447 -1.713482e+05 9.938112e+01
24.0598 -3.679572e+05 -4.268968e+01
24.0749 -2.368832e+05 -1.715066e+02
24.0900 1.563328e+05 -2.798580e+02
24.1051 3.529388e+05 -3.630767e+02
24.1202 4.840128e+05 -4.194342e+02
24.1353 6.806198e+05 -4.501649e+02
24.1504 6.806188e+05 -4.591225e+02
24.1655 8.116918e+05 -4.521176e+02
24.1806 9.427628e+05 -4.360300e+02
24.1957 8.772278e+05 -4.178155e+02
24.2107 8.116928e+05 -4.035454e+02
24.2258 3.529378e+05 -3.976045e+02
24.2409 -8.922432e+05 -4.021572e+02
24.2560 -1.350998e+06 -4.169476e+02
24.2711 -1.416531e+06 -4.394560e+02
24.2862 -1.154389e+06 -4.653824e+02
24.3013 -1.285460e+06 -4.893837e+02
24.3164 -8.267072e+05 -5.059547e+02
24.3315 -6.956372e+05 -5.103256e+02
24.3466 -8.267092e+05 -4.992490e+02
24.3617 -3.679552e+05 -4.715622e+02
24.3768 -3.024212e+05 -4.284499e+02
24.3919 -2.368842e+05 -3.733688e+02
24.4070 -3.679582e+05 -3.116495e+02
24.4221 -1.058122e+05 -2.498309e+02
24.4372 -1.058122e+05 -1.948211e+02
24.4523 -1.058142e+05 -1.530011e+02
24.4673 -4.334942e+05 -1.293915e+02
24.4824 -1.713502e+05 -1.269920e+02
24.4975 -3.024212e+05 -1.463782e+02
24.5126 -2.368852e+05 -1.856009e+02
24.5277 -6.956382e+05 -2.403935e+02
24.5428 3.529408e+05 -3.046509e+02
24.5579 -1.088851e+06 -3.711094e+02
24.5730 7.955115e+06 -4.321361e+02
24.5881 -2.661715e+06 -4.805244e+02
24.6032 -1.547603e+06 -5.102007e+02
24.6183 6.150818e+05 -5.167658e+02
24.6334 -3.024192e+05 -4.978192e+02
24.6485 -5.645652e+05 -4.530496e+02
24.6636 -4.990302e+05 -3.841069e+02
24.6787 -6.300992e+05 -2.942930e+02
24.6938 -5.645632e+05 -1.881332e+02
24.7089 -4.027622e+04 -7.089144e+01
24.7239 2.525778e+04 5.190741e+01
24.7390 -1.058112e+05 1.748966e+02
24.7541 -1.058132e+05 2.931968e+02
24.7692 -4.334932e+05 4.026421e+02
24.7843 -2.368842e+05 4.999084e+02
24.7994 -1.713502e+05 5.825647e+02
24.8145 -6.300992e+05 6.490719e+02
24.8296 -1.713482e+05 6.987559e+02
24.8447 -2.368832e+05 7.317738e+02
24.8598 -2.368852e+05 7.490797e+02
24.8749 -1.058122e+05 7.523876e+02
24.8900 -1.058112e+05 7.441136e+02
24.9051 4.840108e+05 7.272795e+02
24.9202 2.218678e+05 7.053562e+02
24.9353 -4.027522e+04 6.820350e+02
24.9504 2.525978e+04 6.609277e+02
24.9654 2.874018e+05 6.452136e+02
24.9805 9.079678e+04 6.372667e+02
24.9956 2.525978e+04 6.383106e+02
25.0107 7.461548e+05 6.481553e+02
25.0258 -8.267092e+05 6.650680e+02
25.0409 1.794731e+06 6.858161e+02
25.0560 8.872620e+06 7.059037e+02
25.0711 8.544941e+06 7.199944e+02
25.0862 -2.268502e+06 7.224842e+02
25.1013 -5.021014e+06 7.081647e+02
25.1164 -1.350997e+06 6.728957e+02
25.1315 -1.350998e+06 6.141988e+02
25.1466 -1.023316e+06 5.316866e+02
25.1617 -7.611722e+05 4.272605e+02
25.1768 -4.990292e+05 3.050368e+02
25.1919 -4.990272e+05 1.709973e+02
25.2070 9.079378e+04 3.239854e+01
25.2220 -1.713472e+05 -1.029924e+02
25.2371 -1.058122e+05 -2.277386e+02
25.2522 -4.027722e+04 -3.355442e+02
25.2673 -1.058132e+05 -4.219254e+02
25.2824 4.840098e+05 -4.846536e+02
25.2975 9.427628e+05 -5.239108e+02
25.3126 1.270443e+06 -5.421351e+02
25.3277 1.598123e+06 -5.435824e+02
25.3428 1.401516e+06 -5.336649e+02
25.3579 3.529388e+05 -5.181626e+02
25.3730 -7.611732e+05 -5.024197e+02
25.3881 -1.219923e+06 -4.906407e+02
25.4032 -1.154388e+06 -4.853852e+02
25.4183 -8.922462e+05 -4.873292e+02
25.4334 -8.922452e+05 -4.953246e+02
25.4485 -1.023317e+06 -5.067397e+02
25.4635 -9.577822e+05 -5.180238e+02
25.4786 -5.645662e+05 -5.254068e+02
25.4937 -6.956372e+05 -5.256208e+02
25.5088 -4.990282e+05 -5.165321e+02
25.5239 -1.713502e+05 -4.975831e+02
25.5390 -4.027822e+04 -4.699725e+02
25.5541 2.874018e+05 -4.365449e+02
25.5692 2.525878e+04 -4.014017e+02
25.5843 -2.368852e+05 -3.692911e+02
25.5994 2.525978e+04 -3.448665e+02
25.6145 -1.713502e+05 -3.319271e+02
25.6296 -3.679572e+05 -3.327561e+02
25.6447 -3.024202e+05 -3.476590e+02
25.6598 -1.058112e+05 -3.747778e+02
25.6749 2.218668e+05 -4.102164e+02
25.6900 2.525778e+04 -4.484663e+02
25.7051 3.529388e+05 -4.830796e+02
25.7201 1.563308e+05 -5.074982e+02
25.7352 1.563318e+05 -5.159260e+02
25.7503 1.563318e+05 -5.041234e+02
25.7654 9.079478e+04 -4.700106e+02
25.7805 9.079578e+04 -4.139982e+02
25.7956 9.079678e+04 -3.389930e+02
25.8107 2.874038e+05 -2.500788e+02
25.8258 4.184768e+05 -1.539111e+02
25.8409 2.874018e+05 -5.790725e+01
25.8560 -4.027822e+04 3.066362e+01
25.8711 2.218688e+05 1.055686e+02
25.8862 9.079678e+04 1.623636e+02
25.9013 2.874048e+05 1.989132e+02
25.9164 2.218678e+05 2.156146e+02
25.9315 -2.368852e+05 2.153002e+02
25.9466 2.218658e+05 2.028375e+02
25.9617 2.525978e+04 1.844825e+02
25.9767 -1.058122e+05 1.670732e+02
25.9918 -1.058142e+05 1.571678e+02
26.0069 -4.990272e+05 1.602366e+02
26.0220 -3.024202e+05 1.800045e+02
26.0371 -2.368862e+05 2.180214e+02
26.0522 -2.368842e+05 2.735035e+02
26.0673 -1.713502e+05 3.434554e+02
26.0824 2.525878e+04 4.230474e+02
26.0975 -1.713492e+05 5.061903e+02
26.1126 -1.058142e+05 5.862338e+02
26.1277 9.079378e+04 6.567016e+02
26.1428 9.079578e+04 7.119719e+02
26.1579 9.079378e+04 7.478314e+02
26.1730 -4.990292e+05 7.618490e+02
26.1881 5.268139e+06 7.535347e+02
26.2032 8.938156e+06 7.242815e+02
26.2182 4.088493e+06 6.771114e+02
26.2333 -6.200662e+06 6.162675e+02
26.2484 -2.923859e+06 5.467068e+02
26.2635 -1.482067e+06 4.735582e+02
26.2786 -1.285462e+06 4.016043e+02
26.2937 -3.024192e+05 3.348420e+02
26.3088 -4.990282e+05 2.761618e+02
26.3239 -8.267072e+05 2.271701e+02
26.3390 -4.334942e+05 1.881605e+02
26.3541 -1.713502e+05 1.582265e+02
26.3692 2.525878e+04 1.354916e+02
26.3843 -1.058112e+05 1.174249e+02
26.3994 2.525878e+04 1.012022e+02
26.4145 2.874028e+05 8.407197e+01
26.4296 5.495488e+05 6.368901e+01
26.4447 6.150848e+05 3.838134e+01
26.4598 6.806208e+05 7.326860e+00
26.4748 8.772278e+05 -2.937585e+01
26.4899 6.150848e+05 -7.074623e+01
26.5050 -1.058132e+05 -1.150628e+02
26.5201 -1.154390e+06 -1.600894e+02
26.5352 -1.219924e+06 -2.033614e+02
26.5503 -8.267102e+05 -2.424992e+02
26.5654 -1.154389e+06 -2.755130e+02
26.5805 -4.990282e+05 -3.010638e+02
26.5956 -7.611722e+05 -3.186487e+02
26.6107 -6.956382e+05 -3.286842e+02
26.6258 -4.990292e+05 -3.324746e+02
26.6409 -4.027722e+04 -3.320626e+02
26.6560 -3.024212e+05 -3.299754e+02
26.6711 -4.990272e+05 -3.288915e+02
26.6862 6.150818e+05 -3.312657e+02
26.7013 7.758506e+06 -3.389584e+02
26.7164 -4.234581e+06 -3.529155e+02
26.7314 -1.058122e+05 -3.729466e+02
26.7465 -6.300992e+05 -3.976347e+02
26.7616 -1.088852e+06 -4.244010e+02
26.7767 -3.024212e+05 -4.497273e+02
26.7918 -1.713492e+05 -4.695199e+02
26.8069 -3.024202e+05 -4.795773e+02
26.8220 -1.713492e+05 -4.761113e+02
26.8371 -4.334942e+05 -4.562583e+02
26.8522 -6.301022e+05 -4.185150e+02
26.8673 -6.956352e+05 -3.630392e+02
26.8824 -6.300992e+05 -2.917699e+02
26.8975 -4.334942e+05 -2.083399e+02
26.9126 -3.024212e+05 -1.177824e+02
26.9277 -4.990272e+05 -2.605403e+01
26.9428 -4.334932e+05 6.057241e+01
26.9579 -3.024212e+05 1.361802e+02
26.9729 -3.679572e+05 1.958641e+02
26.9880 -5.645642e+05 2.362905e+02
27.0031 -5.645652e+05 2.560899e+02
27.0182 -4.990272e+05 2.560312e+02
27.0333 -3.679582e+05 2.389507e+02
27.0484 -3.679552e+05 2.094401e+02
27.0635 2.525778e+04 1.733267e+02
27.0786 -4.027522e+04 1.370073e+02
27.0937 1.563318e+05 1.067137e+02
27.1088 2.525878e+04 8.779746e+01
27.1239 -2.368842e+05 8.412236e+01
27.1390 -4.334922e+05 9.763416e+01
27.1541 -3.679552e+05 1.281604e+02
27.1692 -1.058122e+05 1.734608e+02
27.1843 2.874028e+05 2.295197e+02
27.1994 1.563298e+05 2.910380e+02
27.2145 -1.058132e+05 3.520636e+02
27.2295 -1.058132e+05 4.066785e+02
27.2446 -3.679582e+05 4.496565e+02
27.2597 4.350636e+06 4.770142e+02
27.2748 1.070763e+07 4.863890e+02
27.2899 1.563308e+05 4.772076e+02
27.3050 -6.004051e+06 4.506314e+02
27.3201 -1.416533e+06 4.092976e+02
27.3352 -9.577792e+05 3.569010e+02
27.3503 -8.267102e+05 2.976765e+02
27.3654 -6.956352e+05 2.358579e+02
27.3805 -1.713472e+05 1.751826e+02
27.3956 -2.368852e+05 1.185067e+02
27.4107 -1.713492e+05 6.757290e+01
27.4258 2.874028e+05 2.295244e+01
27.4409 4.184738e+05 -1.584413e+01
27.4560 2.874018e+05 -5.011585e+01
27.4710 2.874028e+05 -8.162703e+01
27.4861 4.184748e+05 -1.122277e+02
27.5012 5.495488e+05 -1.434991e+02
27.5163 7.461568e+05 -1.764766e+02
27.5314 1.335979e+06 -2.114902e+02
27.5465 1.204908e+06 -2.481384e+02
27.5616 5.495478e+05 -2.853963e+02
27.5767 2.526078e+04 -3.218291e+02
27.5918 -9.577792e+05 -3.558739e+02
27.6069 -1.613141e+06 -3.861364e+02
27.6220 -1.285459e+06 -4.116516e+02
27.6371 -4.990282e+05 -4.320607e+02
27.6522 -2.368862e+05 -4.476745e+02
27.6673 -5.645652e+05 -4.594065e+02
27.6824 -1.058122e+05 -4.685860e+02
27.6975 2.525778e+04 -4.766789e+02
27.7126 -1.058142e+05 -4.849592e+02
27.7276 -1.713492e+05 -4.941857e+02
27.7427 -4.027722e+04 -5.043390e+02
27.7578 -4.027522e+04 -5.144670e+02
27.7729 -4.027822e+04 -5.226726e+02
27.7880 -1.713472e+05 -5.262568e+02
27.8031 -1.713502e+05 -5.220088e+02
27.8182 -3.679582e+05 -5.066096e+02
27.8333 -1.058142e+05 -4.771008e+02
27.8484 2.526078e+04 -4.313547e+02
27.8635 -1.058112e+05 -3.684808e+02
27.8786 -1.713482e+05 -2.891064e+02
27.8937 2.525778e+04 -1.954879e+02
27.9088 -1.058132e+05 -9.142400e+01
27.9239 2.525778e+04 1.802678e+01
27.9390 2.874048e+05 1.269993e+02
27.9541 2.218668e+05 2.293973e+02
27.9692 -1.058112e+05 3.195232e+02
27.9842 3.529398e+05 3.926882e+02
27.9993 2.218658e+05 4.457263e+02
28.0144 2.525978e+04 4.773481e+02
28.0295 -1.058132e+05 4.882879e+02
28.0446 -1.058112e+05 4.812232e+02
28.0597 -4.027522e+04 4.604728e+02
28.0748 -4.027622e+04 4.315082e+02
28.0899 -1.058112e+05 4.003343e+02
28.1050 9.079478e+04 3.728130e+02
28.1201 5.495468e+05 3.540098e+02
28.1352 2.874048e+05 3.476388e+02
28.1503 9.079378e+04 3.556719e+02
28.1654 -2.368832e+05 3.781543e+02
28.1805 2.525778e+04 4.132445e+02
28.1956 -1.058132e+05 4.574691e+02
28.2107 2.525778e+04 5.061569e+02
28.2257 2.525978e+04 5.539961e+02
28.2408 1.563298e+05 5.956439e+02
28.2559 6.185644e+06 6.263167e+02
28.2710 1.005227e+07 6.422894e+02
28.2861 4.678316e+06 6.412512e+02
28.3012 -6.135126e+06 6.224810e+02
28.3163 -2.596181e+06 5.868317e+02
28.3314 -1.154387e+06 5.365361e+02
28.3465 -6.956362e+05 4.748689e+02
28.3616 -3.679572e+05 4.057144e+02
28.3767 -1.713482e+05 3.331008e+02
28.3918 -4.027622e+04 2.607585e+02
28.4069 -1.058122e+05 1.917572e+02
28.4220 -4.027722e+04 1.282587e+02
28.4371 -1.713482e+05 7.140774e+01
28.4522 -2.368842e+05 2.136025e+01
28.4673 9.079578e+04 -2.256830e+01
28.4823 6.150828e+05 -6.166664e+01
28.4974 9.427618e+05 -9.754624e+01
28.5125 8.772268e+05 -1.318588e+02
28.5276 7.461538e+05 -1.660528e+02
28.5427 8.772288e+05 -2.012011e+02
