t[s] ECG[a.u.] Pletism[a.u.]
18.9023 -8.882084e+04 3.651399e+02
18.9173 -7.441808e+05 3.790412e+02
18.9323 -7.441788e+05 3.800810e+02
18.9474 1.478785e+07 3.670505e+02
18.9624 9.348362e+06 3.400814e+02
18.9774 -3.889910e+06 3.005801e+02
18.9924 -7.887605e+06 2.510212e+02
19.0075 1.077872e+05 1.946282e+02
19.0225 -9.407888e+05 1.349865e+02
19.0375 -6.786448e+05 7.563715e+01
19.0525 -4.165018e+05 1.970063e+01
19.0676 -2.198918e+05 -3.042527e+01
19.0826 -2.328584e+04 -7.326048e+01
19.0976 4.225216e+04 -1.083130e+02
19.1126 1.077892e+05 -1.360234e+02
19.1277 3.043942e+05 -1.575978e+02
19.1427 5.010022e+05 -1.747576e+02
19.1577 9.597572e+05 -1.894434e+02
19.1728 1.287436e+06 -2.035161e+02
19.1878 2.008333e+06 -2.184931e+02
19.2028 2.860301e+06 -2.353556e+02
19.2178 2.925837e+06 -2.544484e+02
19.2329 1.942795e+06 -2.754807e+02
19.2479 3.043962e+05 -2.976232e+02
19.2629 -1.727219e+06 -3.196811e+02
19.2779 -1.989365e+06 -3.403145e+02
19.2930 -1.530613e+06 -3.582694e+02
19.3080 -1.530613e+06 -3.725834e+02
19.3230 -1.268469e+06 -3.827332e+02
19.3380 -1.268468e+06 -3.887003e+02
19.3531 -1.137397e+06 -3.909442e+02
19.3681 -9.407878e+05 -3.902872e+02
19.3831 -6.786428e+05 -3.877257e+02
19.3981 -6.786428e+05 -3.842006e+02
19.4132 -4.820358e+05 -3.803606e+02
19.4282 -3.509648e+05 -3.763598e+02
19.4432 -4.165018e+05 -3.717258e+02
19.4582 -4.164998e+05 -3.653264e+02
19.4733 -4.164988e+05 -3.554481e+02
19.4883 -2.198918e+05 -3.399868e+02
19.5033 -4.820358e+05 -3.167310e+02
19.5183 -2.854278e+05 -2.837040e+02
19.5334 -4.820368e+05 -2.395207e+02
19.5484 -3.509648e+05 -1.837069e+02
19.5634 -8.882184e+04 -1.169328e+02
19.5784 -3.509648e+05 -4.111848e+01
19.5935 -2.328384e+04 4.061567e+01
19.6085 2.388602e+05 1.241602e+02
19.6235 -2.328284e+04 2.047765e+02
19.6385 1.077872e+05 2.775701e+02
19.6536 1.077862e+05 3.380241e+02
19.6686 4.225216e+04 3.825276e+02
19.6836 4.225316e+04 4.088339e+02
19.6987 -2.328284e+04 4.163820e+02
19.7137 4.225316e+04 4.064351e+02
19.7287 3.043942e+05 3.820079e+02
19.7437 2.388602e+05 3.475810e+02
19.7588 2.388612e+05 3.086277e+02
19.7738 1.733242e+05 2.710045e+02
19.7888 2.388602e+05 2.402767e+02
19.8038 5.665382e+05 2.210589e+02
19.8189 3.043942e+05 2.164554e+02
19.8339 7.631492e+05 2.276702e+02
19.8489 1.156365e+06 2.538415e+02
19.8639 4.354662e+05 2.921243e+02
19.8790 1.733242e+05 3.380164e+02
19.8940 1.077872e+05 3.858889e+02
19.9090 -2.198918e+05 4.296575e+02
19.9240 4.225216e+04 4.635110e+02
19.9391 -1.543578e+05 4.826044e+02
19.9541 -1.530614e+06 4.836305e+02
19.9691 6.595853e+06 4.651945e+02
19.9841 1.701608e+07 4.279475e+02
19.9992 -5.135093e+06 3.744628e+02
20.0142 -6.904565e+06 3.088722e+02
20.0292 3.043972e+05 2.363163e+02
20.0442 -1.137396e+06 1.622813e+02
20.0593 -6.131078e+05 9.191309e+01
20.0743 -3.509638e+05 2.940172e+01
20.0893 -2.198918e+05 -2.248392e+01
20.1043 -3.509658e+05 -6.265053e+01
20.1194 -2.854268e+05 -9.169485e+01
20.1344 -8.882184e+04 -1.116824e+02
20.1494 1.077862e+05 -1.257286e+02
20.1644 2.388602e+05 -1.374464e+02
20.1795 6.976132e+05 -1.503453e+02
20.1945 1.156364e+06 -1.672702e+02
20.2095 2.139405e+06 -1.899613e+02
20.2245 2.794762e+06 -2.188002e+02
20.2396 2.925836e+06 -2.527748e+02
20.2546 2.204938e+06 -2.896672e+02
20.2696 1.733222e+05 -3.264309e+02
20.2847 -1.530614e+06 -3.596984e+02
20.2997 -1.923830e+06 -3.863391e+02
20.3147 -2.185974e+06 -4.039799e+02
20.3297 -1.989366e+06 -4.114062e+02
20.3448 -1.661684e+06 -4.087804e+02
20.3598 -1.727222e+06 -3.976395e+02
20.3748 -1.465077e+06 -3.806709e+02
20.3898 -1.334004e+06 -3.612950e+02
20.4049 -1.465075e+06 -3.431171e+02
20.4199 -8.752528e+05 -3.293304e+02
20.4349 -8.752528e+05 -3.221604e+02
20.4499 -7.441788e+05 -3.224389e+02
20.4650 -5.475738e+05 -3.293769e+02
20.4800 -5.475738e+05 -3.405741e+02
20.4950 -8.097148e+05 -3.522789e+02
20.5100 -8.097158e+05 -3.598653e+02
20.5251 -8.097178e+05 -3.584634e+02
20.5401 -8.097168e+05 -3.436623e+02
20.5551 -8.097148e+05 -3.121832e+02
20.5701 -8.752518e+05 -2.624298e+02
20.5852 -6.786458e+05 -1.948321e+02
20.6002 -7.441798e+05 -1.119324e+02
20.6152 -6.786448e+05 -1.819373e+01
20.6302 -6.786448e+05 8.044960e+01
20.6453 -6.786458e+05 1.772439e+02
20.6603 -6.131098e+05 2.653880e+02
20.6753 -5.475738e+05 3.388239e+02
20.6903 -7.441818e+05 3.929446e+02
20.7054 -4.165008e+05 4.251256e+02
20.7204 -2.854288e+05 4.350114e+02
20.7354 -4.820358e+05 4.245227e+02
20.7504 -2.198938e+05 3.975838e+02
20.7655 -4.820378e+05 3.596100e+02
20.7805 -1.543558e+05 3.168227e+02
20.7955 -8.881984e+04 2.754850e+02
20.8106 -8.881884e+04 2.411547e+02
20.8256 -3.509638e+05 2.180510e+02
20.8406 -2.198908e+05 2.086105e+02
20.8556 4.225216e+04 2.132843e+02
20.8707 3.699322e+05 2.305897e+02
20.8857 5.010022e+05 2.574016e+02
20.9007 1.733222e+05 2.894332e+02
20.9157 -3.509628e+05 3.218350e+02
20.9308 -4.820348e+05 3.498274e+02
20.9458 -8.882084e+04 3.692833e+02
20.9608 -7.441808e+05 3.771872e+02
20.9758 6.320752e+05 3.719166e+02
20.9909 1.590197e+07 3.533229e+02
21.0059 5.481738e+06 3.226131e+02
21.0209 -1.109887e+07 2.820635e+02
21.0359 -5.659379e+06 2.346192e+02
21.0510 2.388592e+05 1.834422e+02
21.0660 -2.251507e+06 1.314783e+02
21.0810 3.043962e+05 8.110127e+01
21.0960 -8.097158e+05 3.388173e+01
21.1111 -8.882184e+04 -9.496732e+00
21.1261 -1.543578e+05 -4.917390e+01
21.1411 -2.328584e+04 -8.592341e+01
21.1561 1.733242e+05 -1.208776e+02
21.1712 5.010022e+05 -1.552180e+02
21.1862 8.286852e+05 -1.898840e+02
21.2012 1.025290e+06 -2.253484e+02
21.2162 1.352972e+06 -2.614928e+02
21.2313 2.598155e+06 -2.975996e+02
21.2463 3.253515e+06 -3.324587e+02
21.2613 2.991371e+06 -3.645646e+02
21.2763 1.942794e+06 -3.923689e+02
21.2914 4.225216e+04 -4.145434e+02
21.3064 -1.399541e+06 -4.302069e+02
21.3214 -1.858291e+06 -4.390772e+02
21.3364 -1.858292e+06 -4.415217e+02
21.3515 -1.399539e+06 -4.384960e+02
21.3665 -1.334006e+06 -4.313801e+02
21.3815 -1.071860e+06 -4.217354e+02
21.3966 -8.752518e+05 -4.110243e+02
21.4116 -8.097178e+05 -4.003339e+02
21.4266 -4.165018e+05 -3.901535e+02
21.4416 -3.509628e+05 -3.802401e+02
21.4567 -3.509638e+05 -3.696015e+02
21.4717 -3.509628e+05 -3.566025e+02
21.4867 -3.509628e+05 -3.391850e+02
21.5017 -1.543568e+05 -3.151755e+02
21.5168 -8.881984e+04 -2.826361e+02
21.5318 -2.328384e+04 -2.402126e+02
21.5468 -2.328584e+04 -1.874263e+02
21.5618 -8.881984e+04 -1.248669e+02
21.5769 -2.198928e+05 -5.425435e+01
21.5919 -1.543548e+05 2.164591e+01
21.6069 4.225016e+04 9.924969e+01
21.6219 -2.328484e+04 1.744985e+02
21.6370 -8.881884e+04 2.432822e+02
21.6520 -8.881884e+04 3.018886e+02
21.6670 1.077882e+05 3.474239e+02
21.6820 3.043952e+05 3.781518e+02
21.6971 1.077892e+05 3.937056e+02
21.7121 -2.328384e+04 3.951471e+02
21.7271 1.733242e+05 3.848609e+02
21.7421 3.043952e+05 3.662951e+02
21.7572 4.225216e+04 3.435773e+02
21.7722 2.388602e+05 3.210509e+02
21.7872 3.043962e+05 3.027854e+02
21.8022 4.225116e+04 2.921179e+02
21.8173 3.699302e+05 2.912792e+02
21.8323 9.597562e+05 3.011476e+02
21.8473 7.631462e+05 3.211575e+02
21.8623 2.388592e+05 3.493718e+02
21.8774 -1.543558e+05 3.827088e+02
21.8924 1.077872e+05 4.172937e+02
21.9074 -1.543548e+05 4.488948e+02
21.9224 -1.543558e+05 4.733901e+02
21.9375 -1.137395e+06 4.872142e+02
21.9525 4.695309e+06 4.877321e+02
21.9675 1.373928e+07 4.735018e+02
21.9826 1.085569e+07 4.443972e+02
21.9976 -1.050904e+07 4.015838e+02
22.0126 -2.579187e+06 3.473537e+02
22.0276 -3.509638e+05 2.848434e+02
22.0427 -8.097148e+05 2.176738e+02
22.0577 -2.854268e+05 1.495537e+02
22.0727 -8.882184e+04 8.389615e+01
22.0877 -8.882184e+04 2.349198e+01
22.1028 -2.854268e+05 -2.972656e+01
22.1178 4.225016e+04 -7.480653e+01
22.1328 1.077882e+05 -1.117725e+02
22.1478 4.354662e+05 -1.415091e+02
22.1629 5.665382e+05 -1.655499e+02
22.1779 8.286832e+05 -1.858024e+02
22.1929 1.549579e+06 -2.042504e+02
22.2079 2.532620e+06 -2.226707e+02
22.2230 3.187979e+06 -2.424022e+02
22.2380 2.663691e+06 -2.641943e+02
22.2530 1.287437e+06 -2.881497e+02
22.2680 -6.131088e+05 -3.137663e+02
22.2831 -1.923827e+06 -3.400646e+02
22.2981 -2.054901e+06 -3.657802e+02
22.3131 -2.054901e+06 -3.895887e+02
22.3281 -1.596150e+06 -4.103287e+02
22.3432 -1.530611e+06 -4.271881e+02
22.3582 -1.268470e+06 -4.398257e+02
22.3732 -1.465078e+06 -4.484088e+02
22.3882 -1.137398e+06 -4.535608e+02
22.4033 -8.752508e+05 -4.562258e+02
22.4183 -6.131078e+05 -4.574701e+02
22.4333 -4.820358e+05 -4.582505e+02
22.4483 -4.165018e+05 -4.591842e+02
22.4634 -4.164988e+05 -4.603598e+02
22.4784 -4.820378e+05 -4.612191e+02
22.4934 -6.131068e+05 -4.605355e+02
22.5085 -4.820368e+05 -4.564993e+02
22.5235 -4.164988e+05 -4.469067e+02
22.5385 -4.164998e+05 -4.294325e+02
22.5535 -2.198938e+05 -4.019564e+02
22.5686 -3.509628e+05 -3.629001e+02
22.5836 -2.198938e+05 -3.115314e+02
22.5986 -3.509628e+05 -2.481903e+02
22.6136 -1.543578e+05 -1.744018e+02
22.6287 -1.543568e+05 -9.285191e+01
22.6437 -1.543558e+05 -7.219777e+00
22.6587 -3.509628e+05 7.812234e+01
22.6737 -3.509658e+05 1.585136e+02
22.6888 -3.509638e+05 2.294697e+02
22.7038 -2.198928e+05 2.871566e+02
22.7188 -3.509628e+05 3.288159e+02
22.7338 -3.509638e+05 3.530913e+02
22.7489 4.225016e+04 3.602109e+02
22.7639 -2.328384e+04 3.520016e+02
22.7789 -2.328384e+04 3.317276e+02
22.7939 -2.328384e+04 3.037658e+02
22.8090 -2.328284e+04 2.731526e+02
22.8240 1.077882e+05 2.450519e+02
22.8390 1.733232e+05 2.242012e+02
22.8540 2.388582e+05 2.144026e+02
22.8691 3.043952e+05 2.181133e+02
22.8841 9.597562e+05 2.361842e+02
22.8991 6.976102e+05 2.677762e+02
22.9141 3.043962e+05 3.104631e+02
22.9292 -8.882084e+04 3.605071e+02
22.9442 -8.882084e+04 4.132751e+02
22.9592 -2.328584e+04 4.637445e+02
22.9742 1.077882e+05 5.070412e+02
22.9893 -2.198918e+05 5.389454e+02
23.0043 -9.407878e+05 5.563094e+02
23.0193 1.229748e+07 5.573416e+02
23.0343 1.177320e+07 5.417280e+02
23.0494 -1.018136e+07 5.105840e+02
23.0644 -3.169011e+06 4.662482e+02
23.0794 -8.881884e+04 4.119517e+02
23.0945 -8.097148e+05 3.514063e+02
23.1095 -4.820348e+05 2.883676e+02
23.1245 -2.854298e+05 2.262272e+02
23.1395 -4.164988e+05 1.676826e+02
23.1546 -3.509648e+05 1.145211e+02
23.1696 -1.543578e+05 6.753927e+01
23.1846 -2.328284e+04 2.659765e+01
23.1996 -8.882184e+04 -9.205081e+00
23.2147 2.388612e+05 -4.127067e+01
23.2297 4.354692e+05 -7.119511e+01
23.2447 1.287434e+06 -1.004644e+02
23.2597 2.073869e+06 -1.301965e+02
23.2748 2.663691e+06 -1.609658e+02
23.2898 2.729226e+06 -1.927308e+02
23.3048 1.746187e+06 -2.248735e+02
23.3198 1.733252e+05 -2.563378e+02
23.3349 -1.858291e+06 -2.858420e+02
23.3499 -2.644723e+06 -3.121293e+02
23.3649 -2.448116e+06 -3.342129e+02
23.3799 -2.513653e+06 -3.515758e+02
23.3950 -2.054899e+06 -3.642907e+02
23.4100 -1.858291e+06 -3.730375e+02
23.4250 -1.334006e+06 -3.790123e+02
23.4400 -1.137398e+06 -3.837384e+02
23.4551 -1.268469e+06 -3.888057e+02
23.4701 -1.268467e+06 -3.955748e+02
23.4851 -1.071861e+06 -4.048918e+02
23.5001 -8.097178e+05 -4.168596e+02
23.5152 -6.131088e+05 -4.307023e+02
23.5302 -7.441818e+05 -4.447527e+02
23.5452 -5.475728e+05 -4.565713e+02
23.5602 -7.441808e+05 -4.631895e+02
23.5753 -8.097148e+05 -4.614537e+02
23.5903 -6.786428e+05 -4.484263e+02
23.6053 -7.441808e+05 -4.217957e+02
23.6204 -4.820348e+05 -3.802403e+02
23.6354 -4.165008e+05 -3.236958e+02
23.6504 -2.854288e+05 -2.534872e+02
23.6654 -2.854288e+05 -1.723010e+02
23.6805 -4.820348e+05 -8.399449e+01
23.6955 -4.164998e+05 6.741260e+00
23.7105 -2.198908e+05 9.482865e+01
23.7255 -3.509638e+05 1.753100e+02
23.7406 -6.131088e+05 2.438541e+02
23.7556 -4.165008e+05 2.972023e+02
23.7706 -3.509658e+05 3.335001e+02
23.7856 -2.854278e+05 3.524741e+02
23.8007 -8.882084e+04 3.554315e+02
23.8157 -8.882184e+04 3.450833e+02
23.8307 -1.543568e+05 3.252114e+02
23.8457 -2.854298e+05 3.002205e+02
23.8608 -2.854268e+05 2.746280e+02
23.8758 4.225216e+04 2.525544e+02
23.8908 -8.881884e+04 2.372737e+02
23.9058 8.286852e+05 2.308758e+02
23.9209 1.025291e+06 2.340785e+02
23.9359 2.388582e+05 2.462078e+02
23.9509 -2.328284e+04 2.653428e+02
23.9659 3.699302e+05 2.886015e+02
23.9810 1.733252e+05 3.125288e+02
23.9960 1.733242e+05 3.335340e+02
24.0110 -2.198938e+05 3.483224e+02
24.0260 1.090828e+06 3.542669e+02
24.0411 8.561933e+06 3.496790e+02
24.0561 1.668840e+07 3.339471e+02
24.0711 -6.249206e+06 3.075352e+02
24.0861 -5.921526e+06 2.718494e+02
24.1012 3.699322e+05 2.289974e+02
24.1162 -7.441788e+05 1.814805e+02
24.1312 -8.882184e+04 1.318623e+02
24.1462 -1.543568e+05 8.246199e+01
24.1613 4.225316e+04 3.511006e+01
24.1763 -2.328484e+04 -9.002293e+00
24.1913 -2.854278e+05 -4.936731e+01
24.2064 3.043942e+05 -8.609985e+01
24.2214 3.699312e+05 -1.197885e+02
24.2364 6.320752e+05 -1.512878e+02
24.2514 9.597552e+05 -1.814885e+02
24.2665 1.484042e+06 -2.111029e+02
24.2815 2.467084e+06 -2.404992e+02
24.2965 2.860298e+06 -2.696101e+02
24.3115 3.122445e+06 -2.979260e+02
24.3266 2.204938e+06 -3.245718e+02
24.3416 3.699332e+05 -3.484500e+02
24.3566 -1.268467e+06 -3.684256e+02
24.3716 -1.858292e+06 -3.835179e+02
24.3867 -1.727222e+06 -3.930671e+02
24.4017 -1.334003e+06 -3.968461e+02
24.4167 -1.268470e+06 -3.950972e+02
24.4317 -1.399540e+06 -3.884868e+02
24.4468 -8.097168e+05 -3.779843e+02
24.4618 -6.786448e+05 -3.646833e+02
24.4768 -6.786448e+05 -3.495970e+02
24.4918 -5.475728e+05 -3.334589e+02
24.5069 -4.820368e+05 -3.165672e+02
24.5219 -4.820378e+05 -2.986996e+02
24.5369 -3.509648e+05 -2.791185e+02
24.5519 -2.854278e+05 -2.566723e+02
24.5670 -4.820358e+05 -2.299809e+02
24.5820 -4.164988e+05 -1.976839e+02
24.5970 -3.509658e+05 -1.587140e+02
24.6120 -4.165008e+05 -1.125565e+02
24.6271 -5.475708e+05 -5.945091e+01
24.6421 -4.164998e+05 -5.025608e-01
24.6571 -2.328584e+04 6.232282e+01
24.6721 -2.328384e+04 1.263275e+02
24.6872 -2.328284e+04 1.883252e+02
24.7022 4.225216e+04 2.449728e+02
24.7172 -8.882184e+04 2.931512e+02
24.7322 4.225216e+04 3.303459e+02
24.7473 -2.328284e+04 3.549763e+02
24.7623 -8.882084e+04 3.666286e+02
24.7773 -2.328584e+04 3.661549e+02
24.7924 -2.328484e+04 3.556225e+02
24.8074 -2.328484e+04 3.381107e+02
24.8224 4.225116e+04 3.173775e+02
24.8374 -2.328384e+04 2.974332e+02
24.8525 3.043952e+05 2.820712e+02
24.8675 2.388592e+05 2.744133e+02
24.8825 7.631462e+05 2.765263e+02
24.8975 8.286852e+05 2.891576e+02
24.9126 1.077882e+05 3.116242e+02
24.9276 -2.854278e+05 3.418693e+02
24.9426 -8.882084e+04 3.766815e+02
24.9576 -4.820358e+05 4.120501e+02
24.9727 -3.509648e+05 4.436142e+02
24.9877 -5.475718e+05 4.671508e+02
25.0027 -1.399541e+06 4.790448e+02
25.0177 6.726925e+06 4.766842e+02
25.0328 1.734376e+07 4.587351e+02
25.0478 -5.331699e+06 4.252677e+02
25.0628 -7.297780e+06 3.777199e+02
25.0778 2.388602e+05 3.187094e+02
25.0929 -9.407878e+05 2.517200e+02
25.1079 -6.131078e+05 1.807042e+02
25.1229 -3.509648e+05 1.096519e+02
25.1379 -3.509648e+05 4.217868e+01
25.1530 -8.882084e+04 -1.881976e+01
25.1680 1.077862e+05 -7.140740e+01
25.1830 3.699302e+05 -1.147202e+02
25.1980 1.733252e+05 -1.489448e+02
25.2131 4.354682e+05 -1.751736e+02
25.2281 6.976112e+05 -1.951641e+02
25.2431 1.287437e+06 -2.110371e+02
25.2581 2.204941e+06 -2.249586e+02
25.2732 3.122443e+06 -2.388459e+02
25.2882 3.187978e+06 -2.541362e+02
25.3032 2.073868e+06 -2.716427e+02
25.3183 1.733232e+05 -2.915126e+02
25.3333 -1.727221e+06 -3.132845e+02
25.3483 -2.185974e+06 -3.360314e+02
25.3633 -2.185973e+06 -3.585615e+02
25.3784 -2.054900e+06 -3.796454e+02
25.3934 -1.596148e+06 -3.982326e+02
25.4084 -1.268470e+06 -4.136248e+02
25.4234 -1.334004e+06 -4.255813e+02
25.4385 -1.399539e+06 -4.343392e+02
25.4535 -1.202931e+06 -4.405481e+02
25.4685 -6.131088e+05 -4.451283e+02
25.4835 -4.820368e+05 -4.490733e+02
25.4986 -3.509628e+05 -4.532282e+02
25.5136 -4.820378e+05 -4.580766e+02
25.5286 -5.475718e+05 -4.635700e+02
25.5436 -4.165018e+05 -4.690287e+02
25.5587 -3.509638e+05 -4.731335e+02
25.5737 -3.509648e+05 -4.740155e+02
25.5887 -5.475708e+05 -4.694405e+02
25.6037 -4.164998e+05 -4.570664e+02
25.6188 -4.165018e+05 -4.347478e+02
25.6338 -5.475738e+05 -4.008481e+02
25.6488 -8.881884e+04 -3.545210e+02
25.6638 -2.854288e+05 -2.959214e+02
25.6789 -2.198908e+05 -2.263155e+02
25.6939 -2.328484e+04 -1.480695e+02
25.7089 1.077862e+05 -6.450867e+01
25.7239 4.225116e+04 2.034192e+01
25.7390 1.077872e+05 1.021145e+02
25.7540 -2.328484e+04 1.765146e+02
25.7690 1.077892e+05 2.397529e+02
25.7840 2.388592e+05 2.889424e+02
25.7991 2.388582e+05 3.224156e+02
25.8141 1.733252e+05 3.399218e+02
25.8291 3.043952e+05 3.426780e+02
25.8441 2.388602e+05 3.332623e+02
25.8592 3.043942e+05 3.153590e+02
25.8742 3.043942e+05 2.933784e+02
25.8892 2.388612e+05 2.719925e+02
25.9043 4.354672e+05 2.556377e+02
25.9193 3.043942e+05 2.480385e+02
25.9343 -2.328384e+04 2.518073e+02
25.9493 3.699312e+05 2.681661e+02
25.9644 9.597542e+05 2.968203e+02
25.9794 6.320762e+05 3.360005e+02
25.9944 -1.543548e+05 3.826651e+02
26.0094 -2.328584e+04 4.328400e+02
26.0245 -2.198938e+05 4.820535e+02
26.0395 -1.543578e+05 5.258154e+02
26.0545 -4.820348e+05 5.600830e+02
26.0695 -1.071860e+06 5.816614e+02
26.0846 1.334606e+07 5.884914e+02
26.0996 1.760590e+07 5.797970e+02
26.1146 -2.841334e+06 5.560804e+02
26.1296 -9.001716e+06 5.189729e+02
26.1447 -2.198918e+05 4.709678e+02
26.1597 -1.268467e+06 4.150755e+02
26.1747 -8.752508e+05 3.544498e+02
26.1897 -4.164988e+05 2.920356e+02
26.2048 -3.509638e+05 2.302821e+02
26.2198 -2.198918e+05 1.709562e+02
26.2348 -2.854278e+05 1.150705e+02
26.2498 -2.198908e+05 6.292967e+01
26.2649 1.077892e+05 1.427371e+01
26.2799 2.388582e+05 -3.151017e+01
26.2949 5.010032e+05 -7.514855e+01
26.3099 8.942202e+05 -1.172569e+02
26.3250 1.680653e+06 -1.581664e+02
26.3400 2.663691e+06 -1.978289e+02
26.3550 2.991370e+06 -2.358143e+02
26.3700 1.877261e+06 -2.713937e+02
26.3851 3.699302e+05 -3.036920e+02
26.4001 -1.661685e+06 -3.318764e+02
26.4151 -2.513652e+06 -3.553444e+02
26.4302 -2.513654e+06 -3.738725e+02
26.4452 -2.382582e+06 -3.876942e+02
26.4602 -1.989364e+06 -3.974888e+02
26.4752 -1.923828e+06 -4.042759e+02
26.4903 -1.596150e+06 -4.092309e+02
26.5053 -1.530611e+06 -4.134488e+02
26.5203 -1.268468e+06 -4.176973e+02
26.5353 -8.752528e+05 -4.222027e+02
26.5504 -1.202931e+06 -4.265108e+02
26.5654 -9.407898e+05 -4.294539e+02
26.5804 -6.786428e+05 -4.292417e+02
26.5954 -8.752508e+05 -4.236715e+02
26.6105 -7.441818e+05 -4.104345e+02
26.6255 -5.475708e+05 -3.874793e+02
26.6405 -6.786458e+05 -3.533795e+02
26.6555 -6.786448e+05 -3.076489e+02
26.6706 -9.407868e+05 -2.509521e+02
26.6856 -6.786458e+05 -1.851725e+02
26.7006 -8.097158e+05 -1.133148e+02
26.7156 -8.752508e+05 -3.924779e+01
26.7307 -6.131098e+05 3.268801e+01
26.7457 -4.820358e+05 9.815929e+01
26.7607 -2.198938e+05 1.533434e+02
26.7757 -3.509658e+05 1.953891e+02
26.7908 -2.854298e+05 2.227696e+02
26.8058 -2.854298e+05 2.354779e+02
26.8208 -2.198928e+05 2.350338e+02
26.8358 4.225316e+04 2.242981e+02
26.8509 -2.328584e+04 2.071173e+02
26.8659 -3.509628e+05 1.878419e+02
26.8809 -2.328284e+04 1.707852e+02
26.8959 4.225016e+04 1.596916e+02
26.9110 -2.328284e+04 1.572854e+02
26.9260 5.010022e+05 1.649588e+02
26.9410 6.320742e+05 1.826362e+02
26.9560 5.010052e+05 2.088304e+02
26.9711 -2.328484e+04 2.408751e+02
26.9861 1.077892e+05 2.752983e+02
27.0011 -8.881984e+04 3.082790e+02
27.0162 1.733222e+05 3.361242e+02
27.0312 -2.198928e+05 3.556984e+02
27.0462 -1.137398e+06 3.647522e+02
27.0612 8.037645e+06 3.621107e+02
27.0763 1.714715e+07 3.477054e+02
27.0913 -5.790452e+06 3.224598e+02
27.1063 -6.183667e+06 2.880557e+02
27.1213 6.320772e+05 2.466280e+02
27.1364 -4.820358e+05 2.004386e+02
27.1514 4.225116e+04 1.515846e+02
27.1664 -2.328384e+04 1.017816e+02
27.1814 2.388612e+05 5.224983e+01
27.1965 3.043962e+05 3.711138e+00
27.2115 2.388582e+05 -4.351663e+01
27.2265 2.388592e+05 -8.935663e+01
27.2415 5.010042e+05 -1.337816e+02
27.2566 9.597572e+05 -1.766371e+02
27.2716 1.025290e+06 -2.175193e+02
27.2866 1.484045e+06 -2.557316e+02
27.3016 2.336011e+06 -2.903323e+02
27.3167 2.991370e+06 -3.202636e+02
27.3317 2.925835e+06 -3.445354e+02
27.3467 2.073869e+06 -3.624283e+02
27.3617 1.733232e+05 -3.736693e+02
27.3768 -1.858291e+06 -3.785437e+02
27.3918 -1.923830e+06 -3.779097e+02
27.4068 -1.923828e+06 -3.731050e+02
27.4218 -1.989366e+06 -3.657525e+02
27.4369 -1.596149e+06 -3.574894e+02
27.4519 -1.465075e+06 -3.496667e+02
27.4669 -1.596147e+06 -3.430666e+02
27.4819 -1.202932e+06 -3.376941e+02
27.4970 -1.137398e+06 -3.326858e+02
27.5120 -1.202931e+06 -3.263621e+02
27.5270 -8.752528e+05 -3.164292e+02
27.5420 -8.752518e+05 -3.003102e+02
27.5571 -6.131088e+05 -2.755620e+02
27.5721 -6.131088e+05 -2.403186e+02
27.5871 -5.475708e+05 -1.936908e+02
27.6022 -5.475728e+05 -1.360576e+02
27.6172 -6.786448e+05 -6.919390e+01
27.6322 -6.786448e+05 3.796190e+00
27.6472 -8.752518e+05 7.874471e+01
27.6623 -5.475738e+05 1.508574e+02
27.6773 -4.820368e+05 2.152702e+02
27.6923 -4.820358e+05 2.676516e+02
27.7073 -6.786428e+05 3.047664e+02
27.7224 -4.820358e+05 3.249214e+02
27.7374 -2.198938e+05 3.282254e+02
27.7524 -1.543548e+05 3.166210e+02
27.7674 -2.328584e+04 2.936788e+02
27.7825 -2.854268e+05 2.641755e+02
27.7975 -2.198928e+05 2.335104e+02
27.8125 -2.198928e+05 2.070360e+02
27.8275 -2.198938e+05 1.893935e+02
27.8426 -8.882184e+04 1.839414e+02
27.8576 -2.198908e+05 1.923529e+02
27.8726 1.733222e+05 2.144351e+02
27.8876 6.976102e+05 2.481894e+02
27.9027 3.043972e+05 2.901020e+02
27.9177 1.077882e+05 3.356171e+02
27.9327 -2.328584e+04 3.797268e+02
27.9477 -3.509638e+05 4.175914e+02
27.9628 4.225016e+04 4.451082e+02
27.9778 -3.509658e+05 4.593514e+02
27.9928 -1.071861e+06 4.588327e+02
28.0078 3.187979e+06 4.435565e+02
28.0229 1.786804e+07 4.148752e+02
28.0379 3.043942e+05 3.751809e+02
28.0529 -9.460469e+06 3.274874e+02
28.0679 3.699302e+05 2.749756e+02
28.0830 -4.165018e+05 2.205700e+02
28.0980 -2.854278e+05 1.666084e+02
28.1130 -8.882084e+04 1.146478e+02
28.1281 -2.328484e+04 6.542331e+01
28.1431 1.077892e+05 1.895135e+01
28.1581 1.733232e+05 -2.525354e+01
28.1731 1.077872e+05 -6.789858e+01
28.1882 4.354662e+05 -1.096261e+02
28.2032 4.354672e+05 -1.507749e+02
28.2182 8.942212e+05 -1.912343e+02
28.2332 1.549578e+06 -2.304138e+02
28.2483 1.942795e+06 -2.673329e+02
28.2633 2.860301e+06 -3.008078e+02
28.2783 3.122444e+06 -3.296988e+02
28.2933 2.401549e+06 -3.531653e+02
28.3084 5.010042e+05 -3.708776e+02
28.3234 -1.399540e+06 -3.831387e+02
28.3384 -2.317044e+06 -3.908870e+02
28.3534 -2.185973e+06 -3.955708e+02
28.3685 -2.120436e+06 -3.989092e+02
