t[s] ECG[a.u.] Pletism[a.u.]
0.0000 -1.989363e+06 2.573703e-01
0.0150 -2.185971e+06 -2.135547e+01
0.0301 -1.923828e+06 -4.564676e+01
0.0451 -1.661685e+06 -7.466389e+01
0.0601 -1.661686e+06 -1.093055e+02
0.0751 -1.661683e+06 -1.489864e+02
0.0902 -1.268470e+06 -1.915478e+02
0.1052 -1.399539e+06 -2.334336e+02
0.1202 -9.407898e+05 -2.701130e+02
0.1352 -8.752528e+05 -2.966909e+02
0.1503 -7.441798e+05 -3.086197e+02
0.1653 -2.854288e+05 -3.024079e+02
0.1803 -4.820368e+05 -2.762192e+02
0.1953 -8.097158e+05 -2.302710e+02
0.2104 -6.786448e+05 -1.669672e+02
0.2254 -4.820378e+05 -9.073875e+01
0.2404 -7.441808e+05 -7.605514e+00
0.2554 -6.131088e+05 7.548635e+01
0.2705 -3.509658e+05 1.514654e+02
0.2855 -7.441788e+05 2.139682e+02
0.3005 -5.475718e+05 2.580938e+02
0.3155 -3.509658e+05 2.809783e+02
0.3306 -3.509638e+05 2.821134e+02
0.3456 -2.854298e+05 2.633686e+02
0.3606 -4.164988e+05 2.287159e+02
0.3756 -2.198918e+05 1.836970e+02
0.3907 -4.165008e+05 1.347071e+02
0.4057 -4.820378e+05 8.819270e+01
0.4207 -4.165018e+05 4.986921e+01
0.4357 -8.882184e+04 2.406066e+01
0.4508 -1.543568e+05 1.324214e+01
0.4658 5.665382e+05 1.783728e+01
0.4808 5.665402e+05 3.628570e+01
0.4958 3.699302e+05 6.535807e+01
0.5109 -8.881984e+04 1.006642e+02
0.5259 -2.198908e+05 1.372753e+02
0.5409 -4.164988e+05 1.703709e+02
0.5559 -2.198908e+05 1.958208e+02
0.5710 -6.131068e+05 2.106285e+02
0.5860 6.976102e+05 2.131867e+02
0.6010 8.037643e+06 2.033234e+02
0.6161 1.570536e+07 1.821516e+02
0.6311 -6.839029e+06 1.517616e+02
0.6461 -5.790454e+06 1.148145e+02
0.6611 1.733242e+05 7.410876e+01
0.6762 -6.131088e+05 3.218512e+01
0.6912 -3.509648e+05 -8.970599e+00
0.7062 -2.198918e+05 -4.809232e+01
0.7212 2.388592e+05 -8.465342e+01
0.7363 3.043952e+05 -1.187539e+02
0.7513 4.354672e+05 -1.509095e+02
0.7663 3.699322e+05 -1.817904e+02
0.7813 8.286822e+05 -2.119644e+02
0.7964 1.090826e+06 -2.416911e+02
0.8114 1.156365e+06 -2.708059e+02
0.8264 1.418508e+06 -2.987093e+02
0.8414 2.467083e+06 -3.244589e+02
0.8565 3.122443e+06 -3.469406e+02
0.8715 2.663691e+06 -3.650801e+02
0.8865 1.746187e+06 -3.780493e+02
0.9015 -1.543568e+05 -3.854228e+02
0.9166 -1.596150e+06 -3.872503e+02
0.9316 -1.858294e+06 -3.840262e+02
0.9466 -1.596149e+06 -3.765596e+02
0.9616 -1.661683e+06 -3.657654e+02
0.9767 -1.465076e+06 -3.524189e+02
0.9917 -1.202931e+06 -3.369210e+02
1.0067 -1.137395e+06 -3.191250e+02
1.0217 -8.752518e+05 -2.982684e+02
1.0368 -7.441788e+05 -2.730349e+02
1.0518 -8.752528e+05 -2.417493e+02
1.0668 -5.475718e+05 -2.026851e+02
1.0818 -2.198918e+05 -1.544413e+02
1.0969 -3.509648e+05 -9.632770e+01
1.1119 -5.475728e+05 -2.869236e+01
1.1269 -2.198928e+05 4.687254e+01
1.1420 -2.198928e+05 1.274950e+02
1.1570 -4.164988e+05 2.091832e+02
1.1720 -4.820348e+05 2.871765e+02
1.1870 -4.820358e+05 3.564526e+02
1.2021 -4.820358e+05 4.123291e+02
1.2171 -3.509638e+05 4.510773e+02
1.2321 -8.881884e+04 4.704614e+02
1.2471 -3.509638e+05 4.701172e+02
1.2622 -1.543578e+05 4.517085e+02
1.2772 -1.543548e+05 4.188237e+02
1.2922 -8.881984e+04 3.766136e+02
1.3072 -2.328484e+04 3.312078e+02
1.3223 -2.328584e+04 2.889802e+02
1.3373 -2.854268e+05 2.557591e+02
1.3523 -2.198908e+05 2.360861e+02
1.3673 1.077862e+05 2.326263e+02
1.3824 5.010052e+05 2.458136e+02
1.3974 3.699312e+05 2.737812e+02
1.4124 4.225216e+04 3.125920e+02
1.4274 -2.198918e+05 3.567394e+02
1.4425 -4.820378e+05 3.998511e+02
1.4575 -2.328284e+04 4.355037e+02
1.4725 -8.882184e+04 4.580345e+02
1.4875 -1.399542e+06 4.632427e+02
1.5026 7.251210e+06 4.488860e+02
1.5176 1.668840e+07 4.149076e+02
1.5326 -6.314739e+06 3.633703e+02
1.5476 -1.122994e+07 2.981111e+02
1.5627 -1.006323e+06 2.241751e+02
1.5777 -6.131078e+05 1.471115e+02
1.5927 -6.786428e+05 7.223759e+01
1.6077 -1.543578e+05 3.974981e+00
1.6228 -2.854278e+05 -5.465076e+01
1.6378 -2.854268e+05 -1.022808e+02
1.6528 -2.198918e+05 -1.392364e+02
1.6678 1.733252e+05 -1.672850e+02
1.6829 1.733252e+05 -1.892070e+02
1.6979 3.043962e+05 -2.082387e+02
1.7129 1.090827e+06 -2.274850e+02
1.7280 1.352972e+06 -2.493947e+02
1.7430 1.877260e+06 -2.753797e+02
1.7580 2.925834e+06 -3.056326e+02
1.7730 3.122442e+06 -3.391646e+02
1.7881 2.598157e+06 -3.740466e+02
1.8031 1.156365e+06 -4.078055e+02
1.8181 -8.752508e+05 -4.379028e+02
1.8331 -1.858294e+06 -4.622071e+02
1.8482 -1.858292e+06 -4.793788e+02
1.8632 -1.727220e+06 -4.890978e+02
1.8782 -1.399542e+06 -4.920946e+02
1.8932 -1.465075e+06 -4.899769e+02
1.9083 -1.334006e+06 -4.848829e+02
1.9233 -1.268468e+06 -4.790201e+02
1.9383 -8.752528e+05 -4.741710e+02
1.9533 -8.097148e+05 -4.712554e+02
1.9684 -4.164988e+05 -4.700304e+02
1.9834 -4.820368e+05 -4.689897e+02
1.9984 -3.509638e+05 -4.654924e+02
2.0134 -4.164988e+05 -4.561121e+02
2.0285 -4.820348e+05 -4.371628e+02
2.0435 -2.854268e+05 -4.053240e+02
2.0585 -5.475718e+05 -3.582696e+02
2.0735 -4.820378e+05 -2.951994e+02
2.0886 -4.820358e+05 -2.171813e+02
2.1036 -2.854288e+05 -1.272413e+02
2.1186 -2.198918e+05 -3.016979e+01
2.1336 -3.509638e+05 6.794129e+01
2.1487 -2.854298e+05 1.603777e+02
2.1637 -2.854278e+05 2.406092e+02
2.1787 -2.198938e+05 3.031136e+02
2.1937 -2.198938e+05 3.441026e+02
2.2088 -2.198928e+05 3.620450e+02
2.2238 -8.882184e+04 3.579078e+02
2.2388 -2.854278e+05 3.350778e+02
2.2539 -2.854298e+05 2.989667e+02
2.2689 -1.543558e+05 2.563510e+02
2.2839 -1.543578e+05 2.145322e+02
2.2989 4.225016e+04 1.804313e+02
2.3140 -2.328284e+04 1.597372e+02
2.3290 -8.881884e+04 1.562236e+02
2.3440 -2.328284e+04 1.713229e+02
2.3590 -8.882084e+04 2.040088e+02
2.3741 5.665412e+05 2.509968e+02
2.3891 1.733222e+05 3.072283e+02
2.4041 -2.198938e+05 3.665620e+02
2.4191 -2.854268e+05 4.225758e+02
2.4342 -4.820368e+05 4.693643e+02
2.4492 -2.328584e+04 5.022258e+02
2.4642 -5.475738e+05 5.181526e+02
2.4792 -1.202934e+06 5.160665e+02
2.4943 2.139402e+06 4.967851e+02
2.5093 1.708161e+07 4.627402e+02
2.5243 1.090829e+06 4.175067e+02
2.5393 -1.024690e+07 3.652227e+02
2.5544 -4.820378e+05 3.099933e+02
2.5694 -9.407888e+05 2.553672e+02
2.5844 -9.407898e+05 2.039573e+02
2.5994 -4.820358e+05 1.572507e+02
2.6145 -3.509648e+05 1.156176e+02
2.6295 -3.509648e+05 7.850009e+01
2.6445 -3.509648e+05 4.472956e+01
2.6595 -2.198908e+05 1.290752e+01
2.6746 -2.328484e+04 -1.822506e+01
2.6896 3.699302e+05 -4.949577e+01
2.7046 3.699302e+05 -8.113535e+01
2.7196 9.597572e+05 -1.127623e+02
2.7347 1.811724e+06 -1.435116e+02
2.7497 2.663692e+06 -1.722758e+02
2.7647 2.860299e+06 -1.980041e+02
2.7797 2.401547e+06 -2.199958e+02
2.7948 6.320742e+05 -2.381260e+02
2.8098 -1.071860e+06 -2.529504e+02
2.8248 -1.989364e+06 -2.656634e+02
2.8399 -2.317044e+06 -2.779057e+02
2.8549 -1.989366e+06 -2.914499e+02
2.8699 -1.596149e+06 -3.078146e+02
2.8849 -1.923828e+06 -3.278750e+02
2.9000 -1.596147e+06 -3.515419e+02
2.9150 -1.137397e+06 -3.775742e+02
2.9300 -1.202934e+06 -4.035703e+02
2.9450 -1.006324e+06 -4.261573e+02
2.9601 -8.752518e+05 -4.413644e+02
2.9751 -4.820348e+05 -4.451355e+02
2.9901 -7.441788e+05 -4.339126e+02
3.0051 -6.786448e+05 -4.052049e+02
3.0202 -7.441788e+05 -3.580571e+02
3.0352 -5.475738e+05 -2.933398e+02
3.0502 -5.475718e+05 -2.138122e+02
3.0652 -6.131098e+05 -1.239341e+02
3.0803 -5.475728e+05 -2.944275e+01
3.0953 -5.475718e+05 6.325356e+01
3.1103 -4.820378e+05 1.477903e+02
3.1253 -2.198908e+05 2.185736e+02
3.1404 -1.543578e+05 2.714216e+02
3.1554 -2.854268e+05 3.040336e+02
3.1704 -1.543558e+05 3.162244e+02
3.1854 -3.509628e+05 3.098905e+02
3.2005 -2.198938e+05 2.887189e+02
3.2155 -1.543558e+05 2.576759e+02
3.2305 -2.198908e+05 2.223525e+02
3.2455 -2.328484e+04 1.882538e+02
3.2606 -1.543558e+05 1.601309e+02
3.2756 -2.328384e+04 1.414417e+02
3.2906 -4.165008e+05 1.340090e+02
3.3056 2.388602e+05 1.379115e+02
3.3207 4.354692e+05 1.516128e+02
3.3357 4.354672e+05 1.722944e+02
3.3507 1.733232e+05 1.963366e+02
3.3657 -8.882084e+04 2.198691e+02
3.3808 -8.881984e+04 2.393091e+02
3.3958 4.225216e+04 2.518090e+02
3.4108 -3.509628e+05 2.555584e+02
3.4259 -1.071860e+06 2.499049e+02
3.4409 5.285132e+06 2.352924e+02
3.4559 1.734375e+07 2.130422e+02
3.4709 -3.496691e+06 1.850245e+02
3.4860 -8.346357e+06 1.532850e+02
3.5010 -2.328384e+04 1.196904e+02
3.5160 -9.407898e+05 8.565172e+01
3.5310 -6.786428e+05 5.196798e+01
3.5461 -1.543558e+05 1.880666e+01
3.5611 -2.328584e+04 -1.418433e+01
3.5761 -2.854268e+05 -4.766404e+01
3.5911 1.733232e+05 -8.233138e+01
3.6062 1.733222e+05 -1.186584e+02
3.6212 4.225016e+04 -1.566774e+02
3.6362 6.320772e+05 -1.958642e+02
3.6512 8.286822e+05 -2.351398e+02
3.6663 9.597562e+05 -2.729924e+02
3.6813 2.139402e+06 -3.076971e+02
3.6963 2.860299e+06 -3.375933e+02
3.7113 2.729228e+06 -3.613666e+02
3.7264 2.270476e+06 -3.782822e+02
3.7414 2.388612e+05 -3.883212e+02
3.7564 -1.268469e+06 -3.921906e+02
3.7714 -1.596148e+06 -3.911977e+02
3.7865 -1.727222e+06 -3.870046e+02
3.8015 -1.792756e+06 -3.813015e+02
3.8165 -1.465077e+06 -3.754522e+02
3.8315 -1.137395e+06 -3.701770e+02
3.8466 -9.407868e+05 -3.653291e+02
3.8616 -8.097158e+05 -3.598153e+02
3.8766 -6.131088e+05 -3.516827e+02
3.8916 -8.097158e+05 -3.383727e+02
3.9067 -4.164988e+05 -3.171111e+02
3.9217 -4.820348e+05 -2.853823e+02
3.9367 -4.820358e+05 -2.414154e+02
3.9518 -4.165018e+05 -1.846064e+02
3.9668 -3.509658e+05 -1.158049e+02
3.9818 -5.475718e+05 -3.741053e+01
3.9968 -6.786438e+05 4.674845e+01
4.0119 -4.164988e+05 1.317526e+02
4.0269 -2.198928e+05 2.121080e+02
4.0419 -4.164988e+05 2.823797e+02
4.0569 -6.131088e+05 3.378575e+02
4.0720 -2.198938e+05 3.751635e+02
4.0870 -4.165008e+05 3.927149e+02
4.1020 -2.854288e+05 3.909735e+02
4.1170 -2.198928e+05 3.724410e+02
4.1321 -1.543578e+05 3.413944e+02
4.1471 -2.198938e+05 3.033907e+02
4.1621 -2.198938e+05 2.646025e+02
4.1771 -2.198928e+05 2.310709e+02
4.1922 -8.881984e+04 2.079716e+02
4.2072 -8.882084e+04 1.989911e+02
4.2222 4.225316e+04 2.058942e+02
4.2372 1.025291e+06 2.283366e+02
4.2523 5.010042e+05 2.639443e+02
4.2673 4.225316e+04 3.086458e+02
4.2823 -2.198938e+05 3.572081e+02
4.2973 4.225316e+04 4.039017e+02
4.3124 -3.509658e+05 4.432046e+02
4.3274 -4.165018e+05 4.704529e+02
4.3424 -1.006326e+06 4.823540e+02
4.3574 -1.465075e+06 4.773032e+02
4.3725 1.046248e+07 4.554693e+02
4.3875 1.426356e+07 4.186515e+02
4.4025 -9.329396e+06 3.699397e+02
4.4175 -4.807414e+06 3.132343e+02
4.4326 -2.198938e+05 2.527013e+02
4.4476 -1.137397e+06 1.922407e+02
4.4626 -6.131098e+05 1.350402e+02
4.4776 -3.509638e+05 8.327114e+01
4.4927 -2.328584e+04 3.795780e+01
4.5077 -2.198908e+05 -9.760383e-01
4.5227 -8.882084e+04 -3.450487e+01
4.5378 1.077892e+05 -6.418803e+01
4.5528 1.077872e+05 -9.180303e+01
4.5678 3.043962e+05 -1.189882e+02
4.5828 8.942192e+05 -1.469510e+02
4.5979 1.484044e+06 -1.762852e+02
4.6129 2.270477e+06 -2.069182e+02
4.6279 3.056908e+06 -2.381888e+02
4.6429 2.532618e+06 -2.690314e+02
4.6580 1.418507e+06 -2.982286e+02
4.6730 -3.509638e+05 -3.246808e+02
4.6880 -1.596150e+06 -3.476421e+02
4.7030 -1.923827e+06 -3.668774e+02
4.7181 -1.923830e+06 -3.827128e+02
4.7331 -1.792755e+06 -3.959669e+02
4.7481 -1.268470e+06 -4.077741e+02
4.7631 -1.268468e+06 -4.193300e+02
4.7782 -9.407888e+05 -4.316018e+02
4.7932 -7.441818e+05 -4.450552e+02
4.8082 -4.820378e+05 -4.594474e+02
4.8232 -6.131068e+05 -4.737265e+02
4.8383 -3.509628e+05 -4.860610e+02
4.8533 -8.882184e+04 -4.940058e+02
4.8683 -2.854288e+05 -4.947854e+02
4.8833 -4.820348e+05 -4.856601e+02
4.8984 -2.328484e+04 -4.643249e+02
4.9134 -2.328584e+04 -4.292848e+02
4.9284 -8.881984e+04 -3.801513e+02
4.9434 -2.328384e+04 -3.178151e+02
4.9585 -1.543568e+05 -2.444663e+02
4.9735 -3.509638e+05 -1.634524e+02
4.9885 -2.854278e+05 -7.898847e+01
5.0035 -4.165008e+05 4.248278e+00
5.0186 -2.198938e+05 8.158981e+01
5.0336 -2.198938e+05 1.488584e+02
5.0486 -1.543558e+05 2.027982e+02
5.0637 -1.543568e+05 2.414068e+02
5.0787 -2.198908e+05 2.641268e+02
5.0937 -2.198908e+05 2.718794e+02
5.1087 -2.854268e+05 2.669380e+02
5.1238 -2.854288e+05 2.526612e+02
5.1388 -1.543548e+05 2.331205e+02
5.1538 -8.881984e+04 2.126680e+02
5.1688 -2.198918e+05 1.954938e+02
5.1839 -3.509648e+05 1.852215e+02
5.1989 -2.198928e+05 1.845820e+02
5.2139 -2.854288e+05 1.951932e+02
5.2289 5.665412e+05 2.174597e+02
5.2440 8.942192e+05 2.505914e+02
5.2590 -8.881984e+04 2.927278e+02
5.2740 -3.509648e+05 3.411440e+02
5.2890 1.077872e+05 3.925102e+02
5.3041 -8.881984e+04 4.431759e+02
5.3191 -4.165008e+05 4.894505e+02
5.3341 -5.475728e+05 5.278595e+02
5.3491 -1.596148e+06 5.553620e+02
5.3642 7.578891e+06 5.695203e+02
5.3792 1.577089e+07 5.686214e+02
5.3942 -6.904565e+06 5.517513e+02
5.4092 -6.576885e+06 5.188258e+02
5.4243 -2.328484e+04 4.705822e+02
5.4393 -1.137396e+06 4.085347e+02
5.4543 -6.131088e+05 3.348919e+02
5.4693 -7.441818e+05 2.524400e+02
5.4844 -5.475728e+05 1.643904e+02
5.4994 -2.198938e+05 7.419270e+01
5.5144 -2.854298e+05 -1.467946e+01
5.5294 -8.881984e+04 -9.895714e+01
5.5445 -1.543548e+05 -1.758048e+02
5.5595 1.077872e+05 -2.430275e+02
5.5745 5.010022e+05 -2.992342e+02
5.5895 1.484042e+06 -3.439337e+02
5.6046 2.139403e+06 -3.775472e+02
5.6196 2.663692e+06 -4.013264e+02
5.6346 2.532620e+06 -4.171789e+02
5.6497 1.680651e+06 -4.274129e+02
5.6647 -2.328584e+04 -4.344273e+02
5.6797 -1.137395e+06 -4.403807e+02
5.6947 -2.185972e+06 -4.468808e+02
5.7098 -1.989365e+06 -4.547349e+02
5.7248 -2.054902e+06 -4.637998e+02
5.7398 -1.792755e+06 -4.729559e+02
5.7548 -1.661684e+06 -4.802173e+02
5.7699 -1.268467e+06 -4.829729e+02
5.7849 -1.006323e+06 -4.783323e+02
5.7999 -6.786428e+05 -4.635378e+02
5.8149 -5.475718e+05 -4.363900e+02
5.8300 -4.165018e+05 -3.956308e+02
5.8450 -3.509658e+05 -3.412299e+02
5.8600 -5.475728e+05 -2.745301e+02
5.8750 -5.475708e+05 -1.982248e+02
5.8901 -5.475738e+05 -1.161614e+02
5.9051 -4.820368e+05 -3.298619e+01
5.9201 -6.131068e+05 4.632916e+01
5.9351 -7.441808e+05 1.170258e+02
5.9502 -6.786438e+05 1.750931e+02
5.9652 -3.509658e+05 2.177328e+02
5.9802 -6.131068e+05 2.436922e+02
5.9952 -2.198938e+05 2.534192e+02
6.0103 1.077862e+05 2.490159e+02
6.0253 -4.820368e+05 2.339911e+02
6.0403 5.010052e+05 2.128417e+02
6.0553 4.225116e+04 1.905099e+02
6.0704 -1.530611e+06 1.717854e+02
6.0854 6.320742e+05 1.607257e+02
6.1004 -5.475708e+05 1.601674e+02
6.1154 5.010032e+05 1.713907e+02
6.1305 6.320742e+05 1.939781e+02
6.1455 3.699302e+05 2.258849e+02
6.1605 -1.543568e+05 2.637110e+02
6.1755 -2.328484e+04 3.031376e+02
6.1906 -8.882084e+04 3.394723e+02
6.2056 3.043942e+05 3.682317e+02
6.2206 -1.543578e+05 3.856876e+02
6.2357 -8.752528e+05 3.893067e+02
6.2507 3.646733e+06 3.780327e+02
6.2657 1.826126e+07 3.523759e+02
6.2807 -2.854288e+05 3.143056e+02
6.2958 -9.329397e+06 2.669647e+02
6.3108 1.077872e+05 2.142477e+02
6.3258 -6.131078e+05 1.603017e+02
6.3408 1.077892e+05 1.090178e+02
6.3559 1.733232e+05 6.357892e+01
6.3709 1.733252e+05 2.612047e+01
6.3859 5.010052e+05 -2.456270e+00
6.4009 5.665382e+05 -2.250110e+01
6.4160 5.665412e+05 -3.546806e+01
6.4310 7.631472e+05 -4.363325e+01
6.4460 8.942212e+05 -4.972221e+01
6.4610 1.156362e+06 -5.650273e+01
6.4761 1.615116e+06 -6.640091e+01
6.4911 2.467083e+06 -8.119167e+01
6.5061 3.319050e+06 -1.018021e+02
6.5211 3.187979e+06 -1.282491e+02
6.5362 2.663690e+06 -1.597095e+02
6.5512 6.320742e+05 -1.947009e+02
6.5662 -1.202931e+06 -2.313441e+02
6.5812 -1.596150e+06 -2.676560e+02
6.5963 -1.727219e+06 -3.018257e+02
6.6113 -1.727221e+06 -3.324332e+02
6.6263 -1.399539e+06 -3.585755e+02
6.6413 -1.006323e+06 -3.798883e+02
6.6564 -9.407878e+05 -3.964614e+02
6.6714 -8.097168e+05 -4.086706e+02
6.6864 -9.407878e+05 -4.169591e+02
6.7014 -6.131088e+05 -4.216110e+02
6.7165 -8.752528e+05 -4.225601e+02
6.7315 -5.475738e+05 -4.192744e+02
6.7465 -5.475728e+05 -4.107406e+02
6.7616 -4.820368e+05 -3.955607e+02
6.7766 -5.475738e+05 -3.721514e+02
6.7916 -6.786448e+05 -3.390213e+02
6.8066 -8.097158e+05 -2.950841e+02
6.8217 -6.786458e+05 -2.399609e+02
6.8367 -7.441808e+05 -1.742205e+02
6.8517 -8.097168e+05 -9.951365e+01
6.8667 -7.441798e+05 -1.857191e+01
6.8818 -5.475708e+05 6.494395e+01
6.8968 -4.820348e+05 1.467354e+02
6.9118 -4.820358e+05 2.222701e+02
6.9268 -3.509628e+05 2.872518e+02
6.9419 -2.198928e+05 3.380988e+02
6.9569 -4.820348e+05 3.723692e+02
6.9719 -3.509638e+05 3.890755e+02
6.9869 -2.198908e+05 3.888438e+02
7.0020 -3.509658e+05 3.738898e+02
7.0170 -2.854288e+05 3.478097e+02
7.0320 -2.198938e+05 3.152035e+02
7.0470 -2.854298e+05 2.811744e+02
7.0621 -4.164998e+05 2.507600e+02
7.0771 1.077862e+05 2.283655e+02
7.0921 -9.407898e+05 2.172657e+02
7.1071 1.287434e+06 2.192363e+02
7.1222 -2.328584e+04 2.343611e+02
7.1372 1.077872e+05 2.610364e+02
7.1522 1.025290e+06 2.961736e+02
7.1672 -5.475718e+05 3.355727e+02
7.1823 -8.882084e+04 3.744214e+02
7.1973 -2.854278e+05 4.078582e+02
7.2123 -2.854268e+05 4.315292e+02
7.2273 -7.441798e+05 4.420735e+02
7.2424 4.354682e+05 4.374779e+02
7.2574 1.570536e+07 4.172621e+02
7.2724 6.595851e+06 3.824768e+02
7.2874 -1.122994e+07 3.355190e+02
7.3025 -1.465075e+06 2.797958e+02
7.3175 -5.475718e+05 2.192816e+02
7.3325 -8.097168e+05 1.580291e+02
7.3476 -6.786428e+05 9.969840e+01
7.3626 -3.509648e+05 4.716191e+01
7.3776 -2.854288e+05 2.232897e+00
7.3926 -3.509658e+05 -3.445269e+01
7.4077 -2.854268e+05 -6.339363e+01
7.4227 1.077872e+05 -8.603329e+01
7.4377 3.043942e+05 -1.044555e+02
7.4527 3.699312e+05 -1.210141e+02
7.4678 7.631492e+05 -1.379503e+02
7.4828 1.680651e+06 -1.570540e+02
7.4978 2.336010e+06 -1.794144e+02
7.5128 2.860300e+06 -2.052938e+02
7.5279 2.729227e+06 -2.341369e+02
7.5429 1.811723e+06 -2.647110e+02
7.5579 -2.328484e+04 -2.953501e+02
7.5729 -1.661686e+06 -3.242630e+02
7.5880 -1.923829e+06 -3.498548e+02
7.6030 -2.120438e+06 -3.710117e+02
7.6180 -2.120438e+06 -3.873010e+02
7.6330 -1.334006e+06 -3.990548e+02
7.6481 -1.268468e+06 -4.073213e+02
7.6631 -1.137398e+06 -4.136868e+02
7.6781 -1.202933e+06 -4.199944e+02
7.6931 -1.137395e+06 -4.279982e+02
7.7082 -9.407878e+05 -4.390054e+02
7.7232 -8.752518e+05 -4.535623e+02
7.7382 -6.786438e+05 -4.712337e+02
7.7532 -5.475738e+05 -4.905159e+02
7.7683 -8.752508e+05 -5.089058e+02
7.7833 -7.441798e+05 -5.231243e+02
7.7983 -3.509628e+05 -5.294750e+02
7.8133 -6.786428e+05 -5.242945e+02
7.8284 -4.165008e+05 -5.044390e+02
7.8434 -4.820348e+05 -4.677451e+02
7.8584 -4.820378e+05 -4.133998e+02
7.8735 -1.543558e+05 -3.421691e+02
7.8885 -3.509628e+05 -2.564475e+02
7.9035 -2.198918e+05 -1.601157e+02
7.9185 -2.198928e+05 -5.821539e+01
7.9336 -3.509648e+05 4.352465e+01
7.9486 -2.854278e+05 1.392568e+02
7.9636 4.225116e+04 2.236120e+02
7.9786 -8.882184e+04 2.922560e+02
7.9937 4.225316e+04 3.423358e+02
8.0087 -1.543548e+05 3.727649e+02
8.0237 -1.543548e+05 3.843133e+02
8.0387 -8.881984e+04 3.794905e+02
8.0538 -4.165018e+05 3.622395e+02
8.0688 -2.198938e+05 3.374771e+02
8.0838 -8.882184e+04 3.105383e+02
8.0988 -8.881984e+04 2.865892e+02
8.1139 4.225216e+04 2.700793e+02
8.1289 1.077892e+05 2.642913e+02
8.1439 -2.328484e+04 2.710395e+02
8.1589 5.665412e+05 2.905418e+02
8.1740 6.976122e+05 3.214733e+02
8.1890 3.699332e+05 3.611833e+02
8.2040 -8.881984e+04 4.060423e+02
8.2190 -8.882184e+04 4.518689e+02
8.2341 -4.164998e+05 4.943829e+02
8.2491 4.225116e+04 5.296305e+02
8.2641 -6.786458e+05 5.543356e+02
8.2791 -1.530613e+06 5.661458e+02
8.2942 6.268171e+06 5.637555e+02
8.3092 1.662286e+07 5.469087e+02
8.3242 -5.069558e+06 5.162970e+02
8.3392 -7.494388e+06 4.733807e+02
8.3543 1.077882e+05 4.201675e+02
8.3693 -8.097168e+05 3.589818e+02
8.3843 -6.131098e+05 2.922552e+02
8.3993 -1.543548e+05 2.223593e+02
8.4144 -1.543578e+05 1.514896e+02
8.4294 -8.882084e+04 8.160087e+01
8.4444 4.225016e+04 1.438356e+01
8.4595 -2.328384e+04 -4.873506e+01
8.4745 1.733232e+05 -1.065819e+02
8.4895 5.010032e+05 -1.582365e+02
8.5045 6.320742e+05 -2.030463e+02
8.5196 1.418508e+06 -2.406586e+02
8.5346 2.139404e+06 -2.710628e+02
8.5496 2.663693e+06 -2.946287e+02
8.5646 2.401547e+06 -3.121226e+02
8.5797 1.877261e+06 -3.246839e+02
8.5947 3.699322e+05 -3.337498e+02
8.6097 -1.530612e+06 -3.409224e+02
8.6247 -2.251509e+06 -3.477865e+02
8.6398 -1.989364e+06 -3.556947e+02
8.6548 -1.923830e+06 -3.655459e+02
8.6698 -1.792756e+06 -3.775934e+02
8.6848 -1.530612e+06 -3.913148e+02
8.6999 -1.399539e+06 -4.053735e+02
8.7149 -1.202931e+06 -4.176921e+02
8.7299 -1.006324e+06 -4.256420e+02
8.7449 -8.097158e+05 -4.263351e+02
8.7600 -6.131078e+05 -4.169916e+02
8.7750 -5.475728e+05 -3.953360e+02
8.7900 -5.475708e+05 -3.599737e+02
8.8050 -3.509628e+05 -3.106903e+02
8.8201 -4.820378e+05 -2.486287e+02
8.8351 -3.509658e+05 -1.763077e+02
8.8501 -2.854268e+05 -9.746906e+01
8.8651 -2.854298e+05 -1.675913e+01
8.8802 -4.165008e+05 6.072254e+01
8.8952 -5.475718e+05 1.299579e+02
8.9102 -3.509638e+05 1.865633e+02
8.9252 -2.198928e+05 2.272902e+02
8.9403 -4.165018e+05 2.504093e+02
8.9553 -3.509638e+05 2.559233e+02
8.9703 -1.543548e+05 2.455789e+02
8.9853 -1.543578e+05 2.226694e+02
9.0004 -8.881884e+04 1.916524e+02
9.0154 -2.328284e+04 1.576253e+02
9.0304 1.077872e+05 1.257261e+02
9.0455 1.733232e+05 1.005338e+02
9.0605 1.733232e+05 8.554422e+01
9.0755 1.733242e+05 8.278625e+01
9.0905 8.286822e+05 9.262620e+01
9.1056 6.320742e+05 1.137806e+02
9.1206 1.733242e+05 1.435315e+02
9.1356 -1.543558e+05 1.781119e+02
9.1506 -1.543578e+05 2.132042e+02
9.1657 -2.328584e+04 2.444861e+02
9.1807 4.225316e+04 2.681486e+02
9.1957 -1.202934e+06 2.813208e+02
9.2107 8.365324e+06 2.823498e+02
9.2258 1.668840e+07 2.709066e+02
9.2408 6.202634e+06 2.479132e+02
9.2558 -1.044351e+07 2.153126e+02
9.2708 -9.407898e+05 1.757245e+02
9.2859 -4.164998e+05 1.320413e+02
9.3009 -3.509638e+05 8.702769e+01
9.3159 -2.198938e+05 4.298080e+01
9.3309 1.733222e+05 1.496199e+00
9.3460 4.225216e+04 -3.663350e+01
9.3610 4.225316e+04 -7.138275e+01
9.3760 1.733222e+05 -1.033370e+02
9.3910 5.010022e+05 -1.334509e+02
9.4061 5.665402e+05 -1.627678e+02
9.4211 6.320742e+05 -1.921503e+02
9.4361 1.156364e+06 -2.220678e+02
